BIOGRID_ID	IDENTIFIER_VALUE
123231	Q5VSY0
109147	P42261
109148	P42262
109149	P42263
109150	P48058
109151	Q9ULK0
109152	O43424
109153	P28799
109154	P39086
109155	Q13002
109156	Q13003
109157	Q16099
109158	Q16478
109159	Q05586
123234	Q8NHQ1
109161	Q13224
109162	Q14957
109164	Q7Z429
120000	Q9H3G5
119998	A0AV96
119991	Q96JJ7
109168	Q13255
109169	Q14416
109170	Q14832
109171	Q14833
109173	O15303
109174	Q14831
109175	O00222
109176	P09341
109177	P19875
109178	P19876
109179	P07492
109180	P30101
109181	P30550
110684	P20591
109183	O15499
109186	P49840
109187	P49841
125465	Q96A37
125474	Q8IVH2
125491	Q5RI15
109190	P15170
109191	P00390
123347	Q9H4B7
109193	P08263
109194	P09210
109195	Q16772
109199	P09488
109201	P28161
109202	P21266
109204	P46439
109205	P09211
109207	P30711
109208	P0CG30
109209	O43708
123351	Q9H252
109212	P52655
109217	P35269
109220	P32780
109223	Q92759
109224	P78347
109226	Q92664
117561	Q5SW96
119623	Q96RN5
109232	P33402
109233	P43080
109234	Q9UMX6
109235	Q02747
109236	Q16661
109237	Q02108
109238	Q02153
109239	P25092
109241	P51841
119624	Q8N2W9
109248	P02724
109249	P06028
109250	P04921
109251	P15421
109252	P13807
109254	P20718
109255	Q02846
109256	P12544
109257	P10144
109258	P49863
109259	P51124
109260	P07305
109261	P16403
109262	P16402
109263	P10412
109264	P16401
109265	P22492
109266	P04908
109267	P20671
109268	P16104
109269	P0C0S5
109270	P62807
109270	P58876
109271	P33778
109272	P84243
109273	P84243
109275	Q02539
109276	Q14520
109278	Q99714
109279	Q16775
109280	P40939
120098	Q9UKG9
119376	Q9BXS6
109284	P42357
109285	P12081
109286	Q92839
109287	Q92819
119390	Q9P299
119392	Q9NZD2
109289	P69905
109290	P69905
109292	Q6B0K9
109293	P68871
109295	P02042
109296	P02100
109297	P69891
109298	P69892
109299	P09105
109300	P02008
109302	P53701
109303	P05546
109305	P08631
109309	P14317
109310	O43612
109311	O43613
109312	O43614
109314	P42858
119393	Q9BVI0
109317	P19113
119374	Q9UIJ5
120228	Q6W2J9
109320	Q9NRZ9
109321	P55160
109322	P06865
109323	P07686
109324	P08603
109325	Q30201
109326	Q03591
109328	P36980
109329	Q93099
109330	P14210
109331	Q04756
109332	Q02297
109335	Q03014
109337	Q14526
109338	Q16665
120249	Q9NXB0
121325	O60218
113485	P52739
109348	P52790
109349	P10074
113474	P58317
113453	P51523
113448	P36508
107264	Q16566
113422	P24278
113403	P17028
109352	P10321
109354	P28068
109355	P50219
109356	P06340
109357	P13765
109358	P20036
109360	P04440
109362	P01909
109363	P01906
109364	P01920
109365	P05538
109367	P01903
113376	P08048
109370	P79483
109372	Q30154
109376	Q16534
109826	O14732
109828	P12268
109834	Q9H160
109385	Q95460
109387	Q14774
109388	P08397
125380	Q9H0X9
109391	P26583
109392	O15347
109394	P05204
109398	P35914
125383	Q9BZF1
109404	O75330
109405	P09601
121281	Q6GQQ9
117418	Q86VV8
109409	Q9NP08
109410	A2RU54
109411	P55317
109412	Q9Y261
109413	P55318
109414	P41235
109416	Q14541
109417	Q9UBC0
109418	P50135
109423	Q99729
117402	Q58EX7
109425	Q14103
109426	P52597
119972	Q99865
119973	Q9P2G1
109429	P55795
119962	Q6P3S6
116339	O75475
109435	P31314
109436	O43763
109438	P49639
109439	O43364
109440	O43365
109441	Q00056
109442	P20719
109443	P31267
109444	P31268
109445	P31269
109446	P31260
109447	P31270
109449	P31271
109451	P14653
109452	P14652
109453	P14651
109454	P17483
109455	P09067
109456	P17509
109457	P09629
109458	P17481
109459	P17482
109461	P09017
109462	Q00444
109463	P09630
109464	P31273
109465	P31274
109466	Q9NYD6
109467	O43248
109468	P31275
109469	P31276
109471	Q9GZZ0
109472	P31249
109473	P09016
109474	P13378
109475	P28356
109476	P28358
109477	P31277
109478	P35452
117963	P98194
109480	P00738
117968	Q8IZ69
109482	P32754
109485	P15428
117974	Q7KZF4
109487	P00739
109488	P00492
117946	Q99543
109500	P02790
109501	P01112
109502	Q7Z444
109503	P52594
109504	O95081
117942	O95900
109506	P23327
109508	P13985
109509	P04196
109510	P25021
106625	O43306
121254	Q9NPR9
109514	Q14469
109515	O75506
109516	P14060
109517	P26439
109523	P28845
109524	P80365
109525	P14061
109526	P37058
109527	P37059
109528	P51659
109531	Q03933
109532	Q9ULV5
109533	P25686
109535	P08107
109536	P08107
109537	P34931
109538	P54652
109540	P34932
109541	P11021
109542	P17066
109885	Q13683
109545	P38646
109547	P04792
109548	Q16082
109866	P48200
109553	O75054
109558	P08238
109561	P10809
109568	P61604
115334	Q9HD36
124373	Q2TAK8
109570	Q9NNZ3
109571	P98160
109572	P52848
109576	P32314
109578	P15515
109579	P15516
109582	P08908
109583	P28222
109584	P28221
109586	P28566
109587	P30939
109588	P28223
109589	P41595
109590	P28335
109591	P46098
109592	Q13639
109593	P47898
109594	P50406
109595	P34969
124372	Q96DT6
115328	Q92844
109604	P10997
109605	P41252
109608	P21815
109609	Q05084
109610	P05362
109611	P13598
109612	P32942
109613	Q14773
109623	P41134
109624	Q02363
109625	Q02535
109626	P47928
115311	Q9UHW9
109643	O75874
109644	P48735
109647	P51553
109649	P22304
109651	P35475
109652	P05156
109655	P40305
109656	P80217
120119	Q99549
120134	Q8TBB5
109658	P09913
109659	P09914
109660	O14879
109662	P01562
109663	P01563
109664	P05014
109665	P01569
109666	P05013
109667	P01567
109668	P32881
109669	P01566
109670	P01562
109671	P01570
109672	P05015
109673	P01571
109674	P01568
120137	Q8IYS0
109677	P48551
109678	P01574
109680	P01579
109682	P38484
109689	P05000
107471	Q92903
109700	P05019
107491	Q02224
107500	Q9Y281
107530	O14646
109702	P01344
109703	P11717
109704	P35858
109705	P08833
109706	P18065
109707	P17936
109708	P22692
109709	P24593
109710	P24592
109711	Q16270
109712	O00622
109728	P38935
107533	Q14839
118083	Q96H96
118079	Q9Y6X1
118052	Q9NRH3
109759	P15814
109763	Q8N6C5
109765	Q14623
109766	Q13123
118041	Q9UKV8
109768	P01583
109769	P01584
109770	P14778
109771	Q9NPH3
109772	P18510
109773	P60568
109774	P01589
109775	P14784
109776	P31785
109777	P08700
109778	P26951
109779	P05112
107137	P07738
109781	P05113
109782	Q01344
109783	P05231
109784	P08887
109786	P40189
109788	P13232
109789	P16871
109790	P10145
109791	P25024
109792	P15248
109793	P25025
109795	Q01113
109800	P22301
109801	Q13651
109802	Q08334
109803	P20809
109804	Q14626
109806	P29459
109807	P29460
109808	P42701
109809	Q99665
109810	P35225
109203	Q03013
109812	Q14627
109813	P40933
109814	Q13261
121228	Q9BUT1
109818	Q16552
109820	Q01167
109821	Q12905
121229	Q7Z6G8
123023	Q9BSC4
109825	P29218
123253	Q9H6H4
122739	Q86V24
122736	Q5W0B1
121232	Q9NRX1
109830	Q17R60
109832	P14902
109833	Q9UK53
122494	Q09666
109835	P05111
109836	P08476
109837	P09529
109838	P55103
109839	P02778
109840	P49441
109842	P01308
122482	Q8NCB2
120094	Q5VWQ0
122669	Q9BQS8
122601	Q9BTV4
109847	Q92835
114947	Q9Y5S2
117626	Q9UKA2
109851	P51460
109852	Q14641
109853	Q01101
109856	P14616
107282	P47756
109860	P52945
117989	Q9H334
117999	Q15846
109865	O43187
109867	P10914
109868	P14316
120713	P16415
120700	Q8N4L2
109870	Q15306
109871	Q13568
109872	O14896
120464	Q6PI26
120463	Q9NVS9
109874	P35568
109877	P61371
109878	O14498
109879	P56199
109880	P17301
109881	P08514
109882	P26006
109884	P08648
109886	Q13797
109887	Q13349
117730	Q96EP5
120103	Q9P0J1
122977	Q9H3C7
109890	P11215
109891	P06756
109893	P20702
109894	P05556
122418	Q53H96
122413	Q9H799
109896	P05106
109898	P56537
109900	P18564
109901	P26010
109902	P26012
109903	P19827
109904	P19823
109905	Q06033
109906	Q14624
116192	Q6P1M0
109911	P23677
109912	P27987
116155	Q13530
121223	Q9NRR5
121191	Q9HDC5
121163	Q9NRS4
109917	P07476
109918	Q9Y219
121159	Q9NRR6
109921	P52333
109923	Q92833
109928	P05412
109929	P17275
109930	P17535
121144	Q9NRF8
109933	P23352
121134	Q8TEW0
109939	Q09470
109940	P16389
109941	P22001
109942	P22459
109943	P22460
109944	P17658
109945	Q96RP8
109946	Q16322
109947	Q14721
109948	P48547
109949	Q96PR1
109950	Q14003
109951	Q03721
109952	Q9NSA2
109953	Q9NZV8
109954	Q9UK17
109955	P15382
109956	Q9H3M0
109958	O95259
109960	P48048
109961	P63252
109962	P48549
109963	P48050
109964	P48544
109965	P48051
109966	Q15842
109967	Q92806
109968	P78508
109969	Q14654
109971	O60928
109972	Q9UNX9
109974	Q99712
109975	Q9NPI9
121108	Q32MH5
109977	O95069
109978	O14649
109979	Q12791
109980	Q16558
121103	Q9HCJ1
108426	Q92817
109983	Q9UGI6
109984	O15554
109985	P51787
109986	O43526
109987	O43525
109988	Q96KK3
109989	Q9ULS6
109991	Q9BQ31
109992	P35968
109993	P23276
119293	Q5VST6
119290	Q96GY0
109997	O00139
109998	O14782
109999	Q12840
119289	Q9Y371
110003	P43626
110004	P43627
110005	P43631
110005	P43628
110006	Q99706
110007	Q14954
110007	Q8N109
110008	P43631
110009	Q14952
110010	P43632
110012	P43629
110013	P43630
110014	Q15726
110015	P10721
110016	P06870
110017	P20151
110018	P03952
110019	Q12918
110020	P26715
110021	P26717
110022	Q07444
110023	Q13241
110026	P01042
110029	Q07866
110030	P52732
108408	P62495
123554	Q8NG11
110032	Q9UIL4
110033	Q14807
123557	Q9H1C4
110035	Q14974
110038	O00629
114834	Q96PU8
114801	O60711
110044	P26371
110046	P04264
110047	P35908
110048	P12035
110050	P13647
110051	P02538
110052	P04259
110054	P05787
110055	P35527
110056	P13645
110057	Q99456
110058	P13646
110059	P02533
114797	O94762
110066	P08779
110070	Q04695
110073	P05783
110078	P08727
110079	Q15323
110080	Q14532
110081	O76009
110082	Q14525
110083	O76011
110084	Q92764
110085	Q14533
110086	Q9NSB4
110087	P78385
110089	P78386
114792	Q8WUH2
110094	P32004
110095	O00515
110096	P51826
110097	P18627
110098	Q6GTX8
110099	Q6ISS4
110101	P00709
123841	Q9BX63
110104	Q16363
110107	P55268
114774	Q9Y263
121682	Q9P215
110109	P11047
110114	P13473
110119	P16949
110120	Q14847
110121	P18428
123273	Q8TBE7
110123	P04180
110125	P31025
110126	P80188
110128	P13796
110129	Q13094
110130	P09848
110131	P00338
110140	P07864
110142	O14960
110143	P41159
110144	P48357
110146	Q8NES3
110147	P09382
110148	P05162
110149	P17931
110150	Q08380
110151	P56470
110154	P47929
117569	Q8TEL6
110156	O00182
110160	P01229
110161	P22888
110163	P48742
110164	P15018
117339	Q9Y3P4
121681	A7E2Y1
121671	Q9NR64
110170	P55344
106545	P42684
110172	P53667
110173	P53671
106547	Q12979
110176	P38571
110178	P11150
110179	Q05469
106548	P09110
106549	Q13085
110185	P49257
106554	P45954
110187	P20700
110190	P25800
106555	P49748
106556	P24752
106563	P53396
106564	P21399
106566	Q99798
110194	Q8TE12
110195	O60663
110196	Q9UIQ6
110198	P23490
110199	P28300
110200	Q08397
110201	Q9Y4K0
110205	P06858
110207	P22079
110208	Q93052
110213	Q12912
110214	O75427
106567	Q15067
110216	P98164
110217	O75074
106570	P13686
106574	P62736
110221	P30533
110223	Q13449
110224	P33241
106596	O43707
106602	P12814
110227	P01374
110228	Q06643
110230	Q14766
110231	Q14767
110232	Q9NS15
110233	P36941
110234	Q16873
110235	P02788
110236	P29376
110237	P50895
110238	P51884
110239	Q16553
110240	O94772
110241	Q9HBG7
110242	Q99467
110243	O60449
110244	P12980
106605	Q04771
110246	O60880
110247	P61626
110248	P09758
110249	P30408
110250	P16422
110251	P20645
106606	P36896
110256	Q13394
110257	P29966
110259	Q05195
110260	Q13257
106613	P14621
106614	P00813
106616	O14672
110264	Q13485
110266	O43541
110267	O15105
110268	O15198
110269	O75444
110273	P20916
110274	P43355
106623	O60266
110277	P43358
110278	P43359
110279	P43360
110282	P43362
110283	P43363
106624	O95622
110285	P43365
110286	P43366
110288	O15480
110289	O15481
110290	P61326
110291	P20794
110292	P21145
110294	P33908
110295	P49641
106626	P51828
110297	Q16706
106628	O60503
110299	O00462
110301	P21397
106631	P35611
106632	P35612
106633	Q9UEY8
106635	Q99541
106644	P55263
106653	Q9UKK3
106665	P25098
106666	P35626
110307	Q96JE9
110308	P10636
106667	P30566
106668	P30520
106670	O94973
110311	P56192
110312	P04201
110313	Q00266
110314	P31153
110316	P21941
110317	O00339
110318	O15232
110320	P56270
110321	P02144
106702	P55008
106705	Q9Y4K1
110323	P11226
106710	P31749
106711	P31751
120518	Q9BVG3
110327	Q01726
110328	Q01718
110329	P41968
110330	P32245
110331	P33032
106713	P13196
110333	P23508
110334	Q9GZX3
106720	P30838
106721	P30837
110338	Q07820
110339	P49736
110340	P25205
110341	P33991
110342	P33992
110343	Q14566
106725	P49189
106726	P51648
106727	Q9UBJ2
106728	P04075
110350	P49901
110351	O75078
110353	Q99750
110354	Q9UBS3
106731	P09972
110356	P40926
110357	P21741
110358	Q00987
110359	O15151
110364	P23368
106732	P15121
106768	Q01433
106770	P49418
110371	Q02080
106781	Q15389
106782	O15123
110374	O15553
110375	O00470
110376	O14770
110379	Q99759
110380	Q9Y6R4
106784	Q01484
110385	P50221
110386	P50222
110387	Q16819
110388	Q16820
110390	Q5EB52
110392	Q9UBP6
110394	P55081
110395	P55001
110396	P55082
110397	P55083
110399	P08582
110400	O00587
110401	P26572
110402	O75556
110403	Q10469
110404	Q09327
110405	Q09328
110406	Q13296
110410	P21583
110412	P08493
106785	Q12955
106798	P04083
110414	Q99735
110415	O14880
110416	P33076
106799	P07355
106804	P09525
106805	P08758
110424	Q29980
106807	P20073
110428	P14174
110429	Q07325
110430	P30301
110432	O75030
110433	P54252
106808	P50995
106814	O14727
110437	P58340
110438	P40692
110439	P80192
110440	Q02779
110441	P12872
110442	Q16584
106819	O00213
110446	P42568
110448	P55198
110449	P98177
110451	P08235
110453	Q7Z4N2
110456	P03956
110457	P08253
110458	P08254
110459	P09237
110460	P22894
110461	P14780
110462	P09238
110463	P24347
110464	P39900
110465	P45452
110466	P50281
110467	P51511
110468	P51512
110469	Q9ULZ9
110470	Q99542
106820	Q92870
110473	Q10571
106824	P13798
110475	P41218
110478	Q99583
110479	Q13875
110480	Q9NZB8
110481	O96007
110481	O96033
110482	Q16653
110483	P00540
106827	Q13489
110486	P41217
110490	P29372
106828	P98170
110493	P05164
110495	Q14168
110496	Q13368
110498	P39210
110499	P25189
110500	P22897
106851	P25445
106864	P10398
106868	P36406
106870	P84077
110572	Q99966
106874	P49703
110574	P20585
110575	O15457
110576	O43196
110583	P08118
110587	P21757
110591	P26927
106885	Q07960
110593	P28360
110594	P35548
110595	P04731
110596	P07438
110599	P04732
110600	P04733
110601	P13640
110602	P80294
110605	Q8N339
110607	P80297
110608	P02795
110610	P25713
110611	Q13126
110612	P00846
110613	P03928
110615	P00395
110616	P00403
110617	P00414
110618	P56278
110619	P00156
110620	Q14872
110621	P36639
110622	P11586
110624	P42898
110625	P46199
106887	Q13017
110631	P03886
110632	P03891
110633	P03897
110634	P03905
110635	P03901
110636	P03915
110637	P03923
110639	P48039
110640	P49286
110641	P55157
106889	P52565
106890	P52566
110645	Q9UBK8
110667	Q13505
110669	P15941
110670	Q02817
110672	Q99102
110675	Q6W4X9
110676	Q8TAX7
110679	O15146
110680	P22033
106892	Q15669
110683	Q03426
106898	P27540
110686	P50539
110687	P10242
106901	P49407
110689	Q00872
110690	P10244
110691	Q14324
110692	Q14896
110693	Q13203
110694	P01106
110695	P12524
110700	Q99836
110701	O75293
110702	P13349
110703	P23409
106902	P32121
110705	Q9UKX2
110709	P13533
110711	P13535
106914	O00192
110716	P05976
110717	P10916
110718	P08590
110719	P12829
110720	Q02045
110721	P60660
110724	Q9UBC5
110725	O00159
110727	Q12965
106936	Q12797
110729	Q9ULV0
106937	P00966
106956	P18846
106957	P18847
110733	B2RTY4
110734	Q13459
110736	Q99972
110737	P15172
110739	P15173
106958	P18848
106961	P31939
106962	Q13315
110744	Q01538
110746	Q13506
106966	P05023
110749	P17050
106970	Q13733
106978	P16615
106979	Q93084
106980	P20020
110755	Q9ULW6
110756	Q99457
110757	Q99733
110758	O43776
110760	P40199
110761	P41271
106981	Q01814
110764	P13591
106982	Q16720
110768	P19878
110770	P16333
110771	P19338
110772	Q99608
110773	Q00604
110774	O15239
110775	O43678
110777	O00483
110778	Q16718
110780	P56556
110781	O95182
106997	P36542
107002	Q06055
110784	Q16795
107006	P18859
110787	O75438
110788	O95178
110789	O43676
110790	O95168
110791	O43674
110792	O95139
107008	P15313
110794	O95169
107019	Q15904
110796	O96000
110797	O43677
110798	O95298
107027	Q13535
110801	O75489
110802	P49821
110803	O43181
110804	O43920
110805	O75380
107028	P46100
110810	Q9Y295
107029	Q12756
110815	Q15843
110816	Q14511
110818	P07197
107030	Q13825
110820	Q92832
110822	P07196
110825	Q96PY6
110826	P51955
110827	P51956
110828	Q99435
107056	Q99728
110831	Q99519
110832	Q9Y3R4
110833	Q13562
110834	Q15784
110835	Q92886
107057	Q07812
107060	Q96RK4
110845	O95644
110846	Q13469
110847	Q12857
110848	Q12968
110849	Q14934
110850	Q16621
107061	P54687
110853	O00712
110854	P08651
110856	Q14938
107070	Q07817
107074	P20749
107076	P41182
110859	P25963
110860	Q15653
110861	O00221
110862	Q9UBC1
110866	P23511
110867	P25208
107096	P23560
107106	P55957
110869	P01138
110870	P08138
110872	Q02575
110873	Q02577
110874	P55769
110875	Q6T4R5
110876	P14543
110879	Q92982
110880	Q9NZG7
107109	P51451
110883	Q16617
110885	P30414
110886	O95096
110888	Q99801
110889	P78426
110890	Q16517
110892	P08949
110893	P28336
110894	P15531
110895	P22392
107110	P54132
110897	O00746
107113	P53004
107120	P12644
110900	P40261
110901	Q96S42
110902	P46087
110904	Q15233
110905	P29475
110906	P35228
107125	P36894
107126	O00238
107127	Q13873
107128	P51813
107133	O60238
107134	Q9UMX3
110914	P01303
110916	Q9UM47
110917	Q99466
110918	P48745
110919	P51513
110920	Q9UNW9
110921	P00491
110922	Q99742
110923	Q99743
107135	Q03001
110927	O15259
110928	O60500
107141	P15056
110938	P01160
110939	P16860
110940	P23582
107143	Q58F21
110944	Q15818
110945	P47972
110946	P25929
110947	P49146
110949	Q15761
110950	P49281
110951	Q86VF7
110952	P01111
107147	P35613
107187	O15484
107195	Q9Y236
107208	O95466
110955	Q16656
110956	Q92686
110957	P54845
110958	Q99748
110959	P67809
110960	P46459
110962	P21589
110963	P20783
110964	P34130
110969	P04629
110970	Q16620
110971	Q16288
110972	O00634
107209	O15165
110976	P30990
110977	P30989
107222	P35219
107228	Q00975
107231	Q15878
110982	P52948
110983	P43354
110989	P51810
110992	P00973
110993	P29728
110997	Q3MII6
111000	P54368
111001	O95190
111002	Q04671
111005	P0CE71
111007	P11926
111009	Q14990
107234	Q08345
107243	P27708
